,category,input,true,pred,neuron_1,neuron_2,neuron_3,neuron_4,neuron_5,neuron_6,neuron_7,neuron_8,neuron_9,neuron_10,neuron_11,neuron_12,neuron_13,neuron_14,neuron_15,neuron_16
http://dbpedia.org/resource/Jean-Baptiste_Wicar,['http://dbpedia.org/resource/France'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1881, 20, 28, 23, 896, 1, 2, 651]",1,0,-2.1140041,-0.57299685,-0.98463404,0.66432697,-0.3444849,0.5411074,-0.039761506,0.77368265,0.011976997,1.8078356,-0.16419224,0.3341654,-0.97680646,-0.6499572,-0.2162939,0.83056486
http://dbpedia.org/resource/Paul_César_Helleu,['http://dbpedia.org/resource/France'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 224, 3200, 25, 22, 23, 133, 1, 1102, 3, 6348, 650, 97, 36, 5, 189, 54, 1068, 153, 215, 1696, 4840, 7, 5333, 1814, 381, 1768, 2851, 607, 396, 7717, 13, 37, 57, 7, 158, 469, 1684, 1401, 100, 2747]",1,0,0.23775849,0.25502464,0.091285005,-0.3185581,-0.1816508,0.15529267,-0.27639356,-0.21284738,-0.27891782,-0.7639839,-0.2047141,-0.20672055,0.03615226,0.19440523,0.17215922,-0.2014241
http://dbpedia.org/resource/Eugène_Carrière,['http://dbpedia.org/resource/France'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1716, 6699, 20, 22, 23, 1225, 3, 8004, 17, 107, 8, 36, 5, 943, 2672, 1496, 697, 503, 52, 3347, 6, 114, 947, 1259, 5417, 2672, 31, 5448, 940, 107]",1,1,-0.90795594,-1.9913155,-1.7782236,1.9378194,2.3348665,1.8021741,2.3919277,2.2806306,2.4342203,0.0708313,-1.7210417,2.2258034,-1.6852617,-2.1828191,-2.5351212,2.0181253
http://dbpedia.org/resource/Françoise_Gilot,['http://dbpedia.org/resource/France'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 797, 3853, 4, 32, 23, 1, 36, 5, 420, 815, 1075, 947, 104, 293, 1791, 4573, 858, 3, 763, 636, 1089, 517, 68, 5803, 248, 2439, 2408, 947, 269, 6, 56, 3927, 4704, 2098, 30, 947]",1,0,-0.28563973,-0.50917214,-0.8707555,0.2516794,0.9220663,0.79132,0.6037064,0.4125768,0.69638973,0.76079226,-1.1049062,0.82735693,-0.8115791,-0.875086,-0.81228906,0.9969247
http://dbpedia.org/resource/Just_Jaeckin,['http://dbpedia.org/resource/France'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 29, 94, 23, 98, 166]",0,0,0.09150476,1.173921,1.0305448,-0.87241495,-0.77763635,-1.2098416,-0.84118026,-0.7300825,-0.7429524,0.59588224,1.2685246,-0.9783944,1.2129017,0.9832201,0.8216557,-0.9955147
http://dbpedia.org/resource/François-Louis_Français,['http://dbpedia.org/resource/France'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3568, 7, 5, 340, 3568, 23, 1, 603, 67, 420, 364, 683, 68, 332, 605, 118, 68, 846, 1214, 673, 1304, 693, 347, 67, 141, 6, 67, 235, 200, 2080, 113, 189, 665, 138, 3568, 7, 142, 175, 211, 1364, 830, 134, 6217, 8078, 232, 542, 1890, 1223, 3568, 187, 1835, 15, 9, 63, 1982, 2, 277, 395, 243, 2225, 2895, 1835, 490, 62, 1, 2673, 3884, 118, 6707, 569, 503, 8, 203, 1387, 6, 3884, 214, 4856, 652, 3837, 2347, 2034, 82, 16, 43, 431, 897, 1769, 101, 71, 156, 1515, 6708, 1496, 6, 303, 896, 8079, 3148, 3585, 428, 243, 62, 2895, 1673, 683, 434, 525, 3601, 6, 56, 1797, 1438, 3, 428, 94, 7, 565, 56, 5, 310, 802, 594, 2063, 80, 306, 101, 536, 3607, 1978, 8, 255, 128, 269, 1551, 94]",0,0,0.2636638,-1.1329029,-0.61011785,0.717662,1.9042124,1.2886375,1.766987,1.3781767,1.7243875,-1.4504293,-1.3548968,1.5928884,-0.737916,-1.4157782,-1.5670683,1.490609
http://dbpedia.org/resource/Xavier_Sigalon,['http://dbpedia.org/resource/France'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2946, 29, 23, 1, 12, 1430, 395, 63, 1907, 304, 386]",0,0,-1.362826,-0.6234037,-0.5585692,0.51163435,0.048524607,0.8566987,0.30658078,0.6593077,0.24031867,0.9147933,-0.6679413,0.59124553,-1.1626937,-0.73842096,-0.33746856,0.97393686
http://dbpedia.org/resource/Jean-Eugène_Buland,['http://dbpedia.org/resource/France'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 1, 4, 26, 43, 53]",0,0,-0.20683262,0.25525665,0.74942696,-0.2640945,-0.48981348,-0.18909647,-0.6838772,-0.14003497,-0.6322159,0.29373696,0.86250913,-0.6678378,0.40252918,0.75388604,0.8182723,-0.7640947
http://dbpedia.org/resource/Charles_Crodel,['http://dbpedia.org/resource/France'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 201, 39, 32, 75, 1, 801, 444, 3]",0,0,0.1027079,0.37949076,0.54497874,-0.16427402,-0.68225926,-0.4638863,-0.6343972,-0.33986855,-0.6176628,0.31189466,0.7745733,-0.60962325,0.4765753,0.77711743,0.71574664,-0.75173205
http://dbpedia.org/resource/Françoise_Mouly,['http://dbpedia.org/resource/France'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3853, 8090, 23, 4, 26, 13, 5391, 97, 978, 1306, 36, 5, 1351, 1306, 1292, 1548, 289, 4122, 1306, 4122, 113, 5582, 113, 115, 2, 978, 13, 5822, 8090, 147, 713, 2, 468, 84, 978, 1306, 8090, 1397, 213, 1775, 1071, 4104, 4418, 1292, 55, 115, 49, 543, 411, 3877, 13, 910, 2595, 1292, 1641, 4038, 23, 330, 1438, 8090, 2197, 412, 18, 993, 2197, 2076, 1452]",0,0,1.2548366,0.5738611,0.7063346,-0.71254015,-0.4587126,-0.11288408,-0.48397863,-0.5604443,-0.43890765,-0.6952982,0.11743683,-0.51956254,0.63012856,0.568135,0.5884743,-0.6497799
http://dbpedia.org/resource/Joseph_Ducreux,['http://dbpedia.org/resource/France'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 337, 1128, 34, 33, 23, 3179, 58, 1, 9917, 2044, 271, 364, 746, 343, 340, 94, 4838, 68, 6207, 23, 601, 93, 1128, 2130, 4075, 17, 139, 16, 1, 708, 785, 222, 58, 1159, 93, 340, 2910, 3731, 926, 734, 54, 1899, 3173, 255, 427, 5084, 766, 9201, 3632, 1551, 2703, 658]",0,0,0.06747641,-1.4772379,-0.8353304,0.7628427,2.1009314,1.3454309,1.5671458,1.5288532,1.7994837,-1.4291426,-1.4459594,1.5802977,-0.9318616,-1.5258541,-1.6067318,1.4657278
http://dbpedia.org/resource/Pierre_Soulages,['http://dbpedia.org/resource/France'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 956, 23, 4, 25, 23, 1, 271, 52, 1174, 219, 957, 407, 207, 3]",0,0,-0.08285508,-0.5923831,0.019191088,0.33921468,0.056916624,0.859503,0.37465936,0.4152251,0.2729326,0.26671305,-0.6113162,0.43095765,-0.7355749,-0.43859565,-0.1964749,0.5653959
http://dbpedia.org/resource/Alexandre-Évariste_Fragonard,['http://dbpedia.org/resource/France'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3786, 26, 32, 23, 1, 52, 31, 137, 16, 513, 158, 785, 126, 170, 6460, 3600, 295, 612, 8122, 3786, 3786, 4, 53, 43]",1,0,0.46000913,-1.2776295,-0.03050658,0.56802344,1.6331115,1.4652541,1.597698,1.1254693,1.4570658,-0.3542779,-1.2053388,1.4475516,-1.0573547,-1.2325785,-1.0512567,1.0414643
http://dbpedia.org/resource/Antoine_Blanchard,['http://dbpedia.org/resource/France'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1776, 9619, 967, 23, 1, 1455, 32, 29, 50, 6507, 236, 1695, 466, 92, 4, 476, 479, 353, 3183]",0,0,0.9215229,0.11881335,0.7936519,-0.44216374,0.23373044,0.4611113,0.102437936,-0.32699823,0.17504673,-0.9758998,-0.44964918,0.022361508,0.17346115,-0.010761037,0.13886444,-0.13542734
http://dbpedia.org/resource/Francine_Van_Hove,['http://dbpedia.org/resource/France'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 96, 4, 24, 74, 23, 1, 4, 6257, 94, 60, 43, 137, 69, 18, 681, 2183, 2788, 637, 12, 196, 17, 3605, 3623, 854, 1587, 1490, 566, 43, 169, 2566, 177, 5, 8, 239, 215, 4812, 8043, 105, 2284, 460, 3522, 44, 226, 65, 784, 65, 61, 61, 6, 7210, 8, 3997, 1671, 56, 189, 134, 1319, 4702, 6734, 1312, 2, 1758, 1282, 2192, 6, 45, 115, 96, 388, 332, 1866, 1163, 4702, 6734]",0,0,0.49696827,-0.4727704,-0.055175655,0.050275717,0.7090028,0.63900065,0.47309777,0.4813353,0.5104938,-0.46429974,-0.99303037,0.6608441,-0.39841267,-0.5596461,-0.49873534,0.7168665
http://dbpedia.org/resource/I.J._Berthe_Hess,['http://dbpedia.org/resource/France'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5348, 32, 27, 3928, 1, 387, 124, 356, 3996, 3120, 1356, 170, 133, 177, 471]",0,0,0.2054826,0.36065495,0.6709089,-0.6063734,-0.43638924,-0.341557,-0.5059258,-0.49165514,-0.4389707,-0.759469,0.124911614,-0.5545828,0.6223319,0.54979897,0.43724617,-0.34161618
http://dbpedia.org/resource/Georges_Ferdinand_Bigot,['http://dbpedia.org/resource/France'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 899, 1580, 27, 26, 23, 713, 67, 3, 185, 571, 1908, 245, 342, 116, 416, 1732, 1521, 642, 30, 2509, 107, 416]",0,0,1.22604,-0.3097574,0.8410829,-0.3641398,0.23994324,0.69524103,-0.038706217,-0.47862813,0.17567112,-1.4316877,-0.784677,-0.022078278,-0.052185275,0.11194043,0.34081167,-0.43887147
http://dbpedia.org/resource/Guy_de_Montlaur,['http://dbpedia.org/resource/France'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2394, 337, 797, 17, 17, 39, 29, 23, 1, 99, 2327, 6739, 3313, 34, 6448, 2534, 399, 979, 3313, 2502, 32, 8, 114, 170, 493, 10, 1576, 6464, 2648, 3231, 51, 2516, 12, 3634, 287, 521, 3388, 6, 554, 2761, 1162, 615, 467, 64, 321, 1405, 1697, 467, 200, 808, 2, 356, 6, 79, 3405, 305, 254, 1098, 6740, 3874, 2655, 1228]",0,0,0.17590837,-1.500186,-0.61953175,0.80882514,2.1122632,1.5734698,1.995746,1.4365852,1.853432,-2.417914,-1.506857,1.8689433,-0.95239323,-1.6241832,-1.614247,1.6144526
http://dbpedia.org/resource/Constant_Detré,['http://dbpedia.org/resource/France'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2767, 2928, 20, 27, 338, 3, 509, 43, 1156, 339, 15, 43, 4333, 14, 86, 396, 367, 275, 1149, 503]",0,0,0.5790215,0.41266203,0.782751,-0.5190415,-0.2821087,-0.051341113,-0.44833395,-0.6166336,-0.39335656,-0.21045612,0.018419204,-0.4084925,0.37800047,0.45002413,0.43116492,-0.5063612
http://dbpedia.org/resource/René_Schützenberger,['http://dbpedia.org/resource/France'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 25, 23, 968, 1]",0,0,-2.3183665,-0.040787023,-0.93791646,0.40343964,-0.56892985,-0.18848896,-0.42499685,0.6398804,-0.33893263,2.4550018,0.6421576,-0.2901226,-0.5127805,0.0725604,0.44469598,0.20396554
http://dbpedia.org/resource/Nicolas_Robert,['http://dbpedia.org/resource/France'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2700, 283, 27, 22, 23, 2044, 271, 4, 53, 43, 703, 4075, 17, 8166, 139, 1210, 1, 1200, 340, 3218]",0,0,-0.4916494,0.4145476,-0.40073946,-0.32857198,-0.36283547,-0.10800445,-0.35950533,-0.07927164,-0.45172375,1.3314637,0.106492214,-0.27603298,-0.11911747,0.17590384,0.21158938,0.10725349
http://dbpedia.org/resource/Constance_Mayer,['http://dbpedia.org/resource/France'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7493, 139, 22, 24, 23, 1, 54, 1154, 126, 1200, 140, 10, 2247, 9490, 68]",0,0,-1.0989289,-1.3742763,-1.1669867,1.0304976,0.5567331,1.4527029,1.2713245,0.9798606,1.299931,0.7168762,-1.4574974,1.4207072,-1.7242359,-1.4532764,-1.1774342,1.4800704
